Vehicle Type,Fuel Type,Distance(Km),Cargo_Wt.,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Truck,Hybrid,662,1021,5.471609626,5,281859,74.79066299,0.026761854,Rural,Moderate,32.1886728,46.85224367,8.554360497,995.1406886,245.5263851,1.222482877,0.121115726,0.021470109,0.085030815,Medium
Truck,Diesel,1000,1433,2.87749768,7,30956,61.75287723,1.318301095,City,Free flow,2.712260252,52.29453271,9.366066745,979.3752706,195.357199,1.266190344,0.057267314,0.022764638,0.02168581,Medium
Truck,Hybrid,218,215,2.49933247,17,218252,52.17638454,2.038484263,Rural,Moderate,7.508652213,17.76595483,12.88945395,961.1896076,454.7465749,1.115430333,0.119394373,0.049943302,0.083711288,High
Truck,Electric,639,1899,0.856217635,15,80846,99.3002689,1.570973767,Highway,Moderate,19.74530171,11.58839486,2.815437328,1033.858785,104.8098306,0.666525573,0.020708322,0.088776201,0.067113684,Low
Car,Hybrid,687,1577,5.098065586,20,219058,60.46778453,1.81224732,City,Moderate,34.28861956,71.69427903,4.29432195,1017.344687,113.6095996,1.911469987,0.194393732,0.042782519,0.082106678,Low
Car,Electric,547,1822,4.965099642,28,278447,46.13922977,4.583359546,City,Moderate,29.52230433,84.85731812,15.96652325,1049.910354,56.67302946,0.663918244,0.075999168,0.071616002,0.017025995,Low
Motorcycle,Electric,971,962,1.343163494,11,113318,19.3507617,1.804670162,Highway,Free flow,19.19814507,72.19708049,11.5304499,999.8388442,82.65362112,0.861958113,0.194928884,0.030455022,0.073488982,Low
Car,Petrol,572,1048,3.799658382,10,286175,98.48256099,2.094146897,Rural,Moderate,39.18668153,91.28647059,0.587271874,983.0706136,435.7769232,0.90230745,0.111574834,0.046294398,0.080078397,High
Motorcycle,Electric,683,1931,3.21270483,5,94786,69.14979001,3.805657768,Highway,Moderate,11.94936147,89.00784142,16.96809345,976.3811395,407.1423979,0.142653206,0.098592123,0.020389007,0.012267113,High
Bus,Electric,611,530,1.417287297,2,87389,11.09519591,3.969167829,City,Moderate,32.12252856,77.81872786,12.59611196,993.5361097,96.08975143,0.91468922,0.027024747,0.022123619,0.075467668,Low
Motorcycle,Hybrid,672,543,5.898954781,13,251914,77.86780776,0.420448259,Highway,Heavy,30.921019,89.81269201,3.732782129,980.9872179,400.9169007,0.74286084,0.026106102,0.068799482,0.053905655,High
Bus,Petrol,686,1455,1.916418615,27,147712,51.00848946,3.520350173,City,Moderate,35.40191558,16.72236038,5.041314825,1049.075855,338.4722272,0.23433711,0.107600481,0.011053739,0.011161085,High
Car,Diesel,943,760,1.149617736,1,293679,97.36634683,2.412859768,Rural,Heavy,39.38391775,73.13610674,11.07094828,968.2793925,224.3682927,1.641170476,0.070493316,0.074238315,0.068228259,Medium
Car,Petrol,403,1560,3.893206373,10,2991,110.2697516,0.669269466,Highway,Free flow,14.78483488,75.36766035,11.21602363,951.9129695,87.89207824,1.45226337,0.045383492,0.08778274,0.031733619,Low
Truck,Electric,872,1946,4.642106721,21,148873,72.05589758,1.32355282,Rural,Free flow,-0.218517565,15.39765751,16.10377328,962.9999494,321.058273,0.63855657,0.035716984,0.032852523,0.096854016,High
Truck,Electric,713,1066,0.968705919,2,89680,87.79353832,0.225177487,Highway,Free flow,13.04476784,90.9583272,7.171652763,1039.153233,427.8541006,0.595150808,0.11614524,0.088656971,0.098027443,High
Motorcycle,Hybrid,876,1478,4.225331721,17,270109,6.790901712,1.801185944,City,Heavy,32.69424385,0.878523479,10.98606293,1019.391926,239.3192729,1.818978254,0.067236388,0.075914212,0.010275747,Medium
Car,Hybrid,180,1415,3.567917755,0,29553,67.2306546,1.277032202,Highway,Heavy,31.80533171,43.46049963,11.65075957,1028.397221,240.9744285,0.459356655,0.163117797,0.084132265,0.022084765,Medium
Car,Hybrid,545,464,1.336978046,29,8301,90.6407974,1.910516987,Rural,Free flow,6.798495379,2.147904964,11.17352835,982.0471567,422.0073997,1.760014253,0.027080315,0.080821239,0.056311954,High
Car,Diesel,359,338,1.69712416,23,281080,59.61145794,2.901702738,Rural,Moderate,-7.634659652,52.33578458,1.458116908,1012.270356,144.7669806,0.247839283,0.011548387,0.010135656,0.066562198,Low
Car,Petrol,800,234,3.753466346,0,238625,71.22601074,3.66169776,Rural,Free flow,15.49210489,41.21561538,8.225057489,1020.789864,127.6108692,1.695143293,0.188976327,0.071063451,0.066923882,Low
Motorcycle,Petrol,410,1076,2.34105959,11,145227,107.8737823,3.026759933,Highway,Moderate,13.70504645,62.30619371,6.777682426,982.6416112,363.011063,1.129131239,0.013278915,0.050444802,0.074873513,High
Bus,Diesel,247,1200,5.679241789,14,127230,23.77194864,3.391886511,City,Moderate,-5.711801111,76.64441181,19.85555436,1022.452769,345.4092281,1.574128567,0.17339084,0.098961433,0.025747525,High
Truck,Electric,432,640,5.057449193,4,48848,11.78958091,4.328195603,Highway,Moderate,29.74449779,76.85752291,9.31377127,1012.965872,460.4568653,0.276575902,0.177269656,0.062231848,0.036988876,High
Car,Diesel,740,1364,5.914549474,26,264186,82.87723358,4.369122217,Highway,Free flow,4.179513697,72.22216003,8.704557514,979.6235,200.4139768,0.898066163,0.189896795,0.064343297,0.058425312,Medium
Car,Electric,295,1079,2.150288363,5,178674,98.74186866,4.303596742,Rural,Heavy,22.28760461,10.18774418,9.673751328,955.2855885,140.9004385,0.9556426,0.104009803,0.099961876,0.022746778,Low
Car,Diesel,739,264,5.842562891,15,299404,102.0588226,0.765844577,City,Heavy,-4.925606867,41.74385261,18.38565164,973.7864822,242.9733273,1.079095696,0.128514716,0.034121192,0.083019516,Medium
Car,Hybrid,680,440,3.042416123,26,298470,76.99733965,1.255345668,City,Moderate,33.03515865,81.59504981,12.22907709,1011.953618,222.7056362,1.292820543,0.079592161,0.079375921,0.080612908,Medium
Truck,Hybrid,982,1209,2.607097736,11,42581,99.98561018,2.511626525,Rural,Heavy,26.96372516,65.43001815,7.78286775,1009.903066,472.1427038,0.839841654,0.194631857,0.014989234,0.071386873,High
Motorcycle,Diesel,917,1566,1.06181754,11,134730,84.07970469,1.79369647,Highway,Moderate,9.421135449,68.10279049,18.25154793,1000.764915,462.9228665,0.950131353,0.14904638,0.054254006,0.039902958,High
Car,Diesel,293,1362,1.074379341,2,81855,10.48522991,0.658344841,City,Moderate,21.47444747,22.6926032,18.59685883,975.1475102,242.6673314,0.80350729,0.1469137,0.066667545,0.06234375,Medium
Motorcycle,Diesel,213,417,4.398458531,29,168620,91.44522095,1.438751173,City,Free flow,-0.627305366,32.50598609,5.286254677,994.4536743,235.6228197,1.427444611,0.077150652,0.028613085,0.010473415,Medium
Bus,Diesel,564,1352,3.181230771,22,150740,21.52316275,4.877143808,Highway,Free flow,39.27112455,95.58112109,7.867921843,964.4043753,250.2467546,1.825983645,0.067222475,0.052702652,0.064001109,Medium
Car,Hybrid,446,1007,1.977912455,1,235328,28.39312111,1.734633777,Rural,Free flow,29.8054021,84.69252573,19.3291734,1016.238295,378.9029787,0.31720315,0.115900662,0.051093883,0.014472035,High
Bus,Petrol,832,1103,3.992645593,6,37874,47.35807524,2.094570341,City,Free flow,29.44700015,16.49217367,10.82097378,1036.916005,297.5270411,0.64626748,0.025448208,0.035318422,0.029863572,Medium
Car,Hybrid,450,343,2.114862215,1,51318,37.74804796,0.032007109,Highway,Heavy,-2.330989121,54.4693071,8.634901554,996.3685899,179.5659699,0.517521823,0.089597811,0.064743571,0.041348068,Medium
Motorcycle,Electric,270,1753,3.803685123,20,299309,38.5982086,3.597074399,Rural,Free flow,-9.113323755,49.05072673,3.908090706,971.2997547,395.9283282,1.884792191,0.11107825,0.070932211,0.068095314,High
Truck,Hybrid,455,1650,2.667885484,6,194042,20.3111429,2.067750328,Highway,Free flow,19.26856839,44.36598592,7.688776795,1032.788629,456.7230562,1.229485316,0.152537191,0.017883535,0.031779814,High
Car,Diesel,643,1311,5.082471578,10,229014,35.26452565,0.515700314,Rural,Free flow,-2.793969408,47.06135714,12.62469449,981.3079425,372.9909663,0.371496742,0.118614115,0.023946338,0.021749616,High
Motorcycle,Electric,741,1553,5.067620036,10,207070,2.359510797,4.842783692,City,Heavy,29.02167282,64.28885099,0.774022948,1009.396763,137.5935348,0.856058499,0.084102265,0.096137339,0.054678249,Low
Car,Diesel,445,1684,3.28222207,13,36479,56.7493136,3.887166063,Highway,Heavy,10.80380701,96.71494169,1.666125736,957.5421526,406.2981195,1.000014076,0.015308999,0.01354325,0.077574887,High
Motorcycle,Hybrid,560,529,2.624259369,2,238782,92.23091505,3.630750447,Rural,Free flow,6.929712449,87.53253393,0.1075281,1021.793744,495.028015,1.283661008,0.144598638,0.019774033,0.045153596,High
Car,Hybrid,418,1160,2.685310942,13,39906,103.4696843,4.789361674,Highway,Free flow,-6.317536877,87.51264036,4.37854669,996.0671705,358.3198102,0.509053682,0.155888366,0.083132738,0.087251573,High
Truck,Hybrid,54,1103,4.989715533,10,129523,98.45142708,2.037400423,City,Heavy,39.803254,70.33767331,3.659855977,992.3348622,159.748793,1.053861356,0.172301342,0.082807813,0.094713393,Medium
Bus,Petrol,526,1935,2.506533311,3,73198,49.97492628,3.592667701,Rural,Free flow,37.80053902,1.758763425,17.01615362,1043.483647,52.49642388,1.622873891,0.047645702,0.09588216,0.074264013,Low
Car,Petrol,903,1505,1.887108743,16,72940,87.65117774,1.031039487,City,Moderate,-3.42015461,44.04605329,3.704760452,999.1489543,223.4327672,1.353972677,0.105921376,0.087944239,0.082676832,Medium
Bus,Electric,364,1064,1.240379378,15,271686,34.54689289,3.485602737,Rural,Heavy,6.640580209,51.11262352,13.22362052,951.6750513,261.6125419,0.297988831,0.097476391,0.02947885,0.059875738,Medium
Bus,Petrol,373,1138,3.226804229,2,289918,6.667496726,0.070395461,City,Moderate,9.539376901,84.2491305,2.36718268,1045.982088,459.3445098,1.833353911,0.154552594,0.071248335,0.061846002,High
Motorcycle,Hybrid,488,1304,3.307086914,24,249699,81.11658305,0.631526902,Highway,Moderate,4.840053906,92.28420611,11.87119541,951.2212894,328.8558832,0.743259571,0.105566536,0.027810581,0.013300996,High
Motorcycle,Diesel,817,864,5.172725294,9,177195,77.85553977,2.126294593,City,Free flow,36.72342798,45.15458848,8.712403034,1003.586944,176.7288708,0.906634669,0.161589974,0.084191013,0.057775065,Medium
Motorcycle,Hybrid,383,382,1.950441222,20,78342,96.19552746,0.060463474,City,Free flow,26.06709145,30.04596334,8.173362315,1013.359702,361.2786661,1.415516331,0.025749244,0.056996908,0.057487805,High
Car,Diesel,126,1427,2.781154623,14,173658,73.9327448,2.309829277,City,Moderate,37.79582028,33.73547025,17.13123785,1039.448416,91.48514429,0.976404517,0.020198522,0.051744128,0.060333612,Low
Truck,Electric,86,1163,5.003709842,7,126081,18.826995,2.613958745,Highway,Heavy,33.72527013,57.86622558,3.354389336,1017.921246,146.0439518,1.217190154,0.060671521,0.055072978,0.030176146,Low
Truck,Electric,588,1878,5.082842776,17,14864,102.379487,3.108032988,Rural,Free flow,27.72707597,27.49719568,11.90436317,1031.113279,385.0207864,1.00771226,0.100118295,0.012189943,0.04483716,High
Truck,Diesel,902,1352,2.799977595,2,95552,75.27033456,0.501933385,City,Moderate,24.84835535,91.07387257,16.43728112,1026.99226,183.7534279,0.684823553,0.152735148,0.074463766,0.095410238,Medium
Motorcycle,Electric,734,879,3.187444921,6,260281,96.91316388,0.905059566,Highway,Heavy,33.30812455,41.86519809,14.27793645,971.3534862,64.01366838,0.937786908,0.079446886,0.025052924,0.08668386,Low
Truck,Diesel,347,549,2.377086632,29,56093,92.89285445,3.066416854,City,Heavy,24.20749484,99.00641685,19.66691642,1020.046807,273.5456161,0.692011467,0.150813049,0.022330682,0.050812232,Medium
Bus,Diesel,941,528,5.649285368,9,33749,35.74373847,3.290938562,City,Free flow,-0.564010051,10.95152473,0.042117529,1013.758218,346.1225158,0.952418586,0.167964266,0.037093989,0.047647302,High
Truck,Electric,318,1965,1.416947582,19,59739,8.946356982,0.129501141,Highway,Free flow,22.40632582,18.78792343,17.68718629,974.3970853,405.0591292,0.484779502,0.105487197,0.054065748,0.080528813,High
Bus,Diesel,380,259,5.655497,8,174068,21.18052909,2.701836811,Highway,Free flow,15.750082,51.15906856,12.26902713,962.833097,187.7143577,0.215295838,0.192036129,0.055833891,0.045825626,Medium
Truck,Diesel,193,839,4.35610555,13,279449,11.14348012,3.92490866,Highway,Moderate,39.09473385,86.83053732,0.049690613,1025.163937,241.0587783,1.427671009,0.03892517,0.06913616,0.064057605,Medium
Bus,Hybrid,152,1501,3.564175194,22,77474,29.20949185,0.345504389,Highway,Moderate,15.49827735,35.39531099,9.309876427,1047.112627,300.4526031,0.339272506,0.066173192,0.015911215,0.088390968,High
Truck,Petrol,198,441,0.969827116,13,278462,55.14387276,2.065864326,Rural,Heavy,-8.077250842,83.74678743,15.34874754,1023.844584,83.60208056,1.662347047,0.199536417,0.040468623,0.027393173,Low
Motorcycle,Electric,573,928,3.273100197,10,52810,108.8172726,1.632556365,Rural,Heavy,3.209475538,42.54525865,3.650933902,1024.944988,138.9396544,0.791458804,0.041684943,0.032010525,0.076743947,Low
Bus,Petrol,911,400,2.920290146,27,216987,104.6422507,4.568328127,Rural,Moderate,35.86908802,85.2992035,13.56954363,966.6704514,216.1643531,0.572951619,0.183150282,0.046266223,0.099771827,Medium
Car,Hybrid,884,1639,1.638337822,0,121752,86.23197781,0.929011966,Highway,Moderate,38.11781652,27.74314304,2.793368407,974.7055362,170.2297303,0.878579642,0.184841037,0.05582244,0.013430582,Medium
Car,Hybrid,851,1447,4.213329938,3,168892,2.893483146,1.591802066,City,Free flow,26.42492883,47.18917476,16.06904878,1008.576264,259.6228727,0.384271688,0.131489784,0.086447607,0.012659424,Medium
Car,Diesel,320,1032,5.849984718,25,61800,40.96670416,4.492223725,City,Free flow,-7.156805061,27.8731316,11.36926737,953.143084,342.8299278,1.71312133,0.019304156,0.087431348,0.072751541,High
Bus,Diesel,553,1858,3.723381818,26,70942,81.88181118,1.65326653,Highway,Moderate,-8.822930613,21.52235255,0.677733053,1016.792294,292.8586571,0.416820434,0.106778586,0.058137126,0.049958722,Medium
Truck,Electric,739,256,4.516717038,5,282805,15.48346762,2.656737203,City,Heavy,13.97975014,42.11457203,1.81751415,964.4811252,398.3937017,1.03826377,0.023151797,0.080736056,0.026484897,High
Motorcycle,Electric,749,1676,1.155942353,21,83394,96.130542,0.165176686,City,Free flow,39.98361533,33.47067522,17.27730099,991.3396371,331.8579802,0.407796187,0.072991308,0.046344345,0.056615944,High
Motorcycle,Hybrid,91,750,2.971868378,25,30816,109.7488416,4.924512181,Rural,Free flow,33.46483687,78.71469563,0.660028341,982.0188126,181.3604134,0.186834482,0.013286594,0.098915956,0.090207796,Medium
Truck,Electric,503,1667,1.405064123,21,12850,42.4925336,4.124733539,City,Moderate,36.65538104,74.7638557,5.970851978,960.64555,103.9860892,1.615687192,0.018713254,0.021358141,0.057051311,Low
Truck,Electric,110,593,3.986538345,4,27428,84.70116742,3.172004724,City,Heavy,21.17707525,35.85534032,11.33823775,1007.877149,337.8609042,1.159064685,0.142468984,0.02287747,0.094615428,High
Truck,Electric,709,1118,5.680107223,2,106898,17.78449592,0.303776365,Rural,Moderate,32.95623641,99.22739612,4.268795608,986.1245852,145.3786278,0.248409128,0.196626799,0.036390957,0.061262905,Low
Car,Diesel,431,354,4.241244209,1,189563,82.89797389,0.374349807,City,Heavy,5.98491872,97.38378149,4.484643315,954.3984985,193.399382,1.796521067,0.158689134,0.019372974,0.026760266,Medium
Motorcycle,Hybrid,878,625,1.199375851,2,206413,2.574649474,2.724868154,Rural,Free flow,-8.631799827,91.78334777,15.52068023,994.4419978,407.8410284,0.845884724,0.085243862,0.010497476,0.08546627,High
Bus,Diesel,557,1576,2.644264266,8,217780,18.09258082,1.425322181,City,Moderate,35.91253141,58.6507993,5.819891686,1009.025887,148.9612792,0.909589368,0.074100279,0.039412794,0.044207654,Low
Bus,Petrol,201,1075,3.663449573,18,9926,85.18577359,3.113947238,Highway,Heavy,0.921531232,41.23107418,0.77165899,963.0414356,292.025889,1.040274352,0.198839036,0.014169493,0.064325969,Medium
Truck,Diesel,521,1584,2.896680332,18,154558,85.42202675,2.990962409,Rural,Free flow,26.42431775,31.30229488,14.422436,1008.49939,92.67100928,0.526799568,0.054033274,0.062414564,0.045380274,Low
Truck,Petrol,771,309,5.134948854,16,125799,76.9395247,4.193256991,Highway,Heavy,22.94836574,1.503206893,19.08731917,980.2024137,237.4427704,1.146471019,0.017347836,0.085182746,0.048245676,Medium
Truck,Diesel,896,250,5.036289224,17,95933,57.28368293,1.406885304,Rural,Heavy,-2.091822579,63.18067318,16.63867953,975.964814,491.1246891,0.574936007,0.059625588,0.026403805,0.025595886,High
Bus,Hybrid,628,1693,3.981521305,10,239948,80.98897094,2.889317622,Rural,Free flow,-0.211050173,55.31619099,10.97124059,1029.548321,479.4722694,1.688432714,0.074918666,0.064083291,0.066315157,High
Truck,Hybrid,140,549,2.741981315,11,114541,92.85609579,3.886816594,City,Moderate,6.453624071,62.98715156,8.497675061,996.7741672,475.9674356,1.669701781,0.102720418,0.031763086,0.03844244,High
Car,Electric,381,1610,2.127749144,2,272146,115.9777991,2.453864932,Highway,Moderate,27.84653265,57.59549124,18.50330342,987.7923001,317.8226896,1.006456279,0.142589271,0.057661962,0.041562295,High
Motorcycle,Hybrid,297,830,1.350546455,17,68737,106.6369238,4.153218325,Rural,Free flow,-8.037787765,13.77159415,15.32450877,1031.302239,182.6120278,1.110427535,0.13465341,0.058108441,0.027468796,Medium
Truck,Electric,339,1281,2.645467954,23,289192,95.34410431,0.656381008,Rural,Free flow,10.35343701,69.53793901,11.41314482,1041.034425,209.7282411,1.986455841,0.129426789,0.014637292,0.040834646,Medium
Truck,Petrol,418,1821,2.948497089,5,171396,83.37090201,3.669488826,City,Moderate,23.25566031,36.04357747,17.59644638,981.5083618,142.7199938,1.611187268,0.178740822,0.093691199,0.08392075,Low
Car,Petrol,478,1630,4.314279211,6,197949,68.89866545,4.714910458,Highway,Free flow,-1.426452703,51.62948332,12.03424727,955.0398063,93.91908208,0.219501377,0.120318288,0.025989861,0.095898155,Low
Car,Petrol,590,881,4.222431086,0,79517,14.4730588,1.659416605,Rural,Moderate,-4.029136371,36.56537737,19.47009335,1004.071756,125.9833083,0.427943949,0.043423868,0.061845021,0.049568736,Low
Truck,Hybrid,165,719,1.164562326,5,121443,19.86682105,1.831682212,Rural,Heavy,9.510612053,2.199987022,17.16580957,1021.51537,260.267621,1.23258736,0.078584274,0.051229514,0.077398493,Medium
Car,Electric,864,1920,2.85534844,17,52634,98.43354728,0.417748386,Rural,Moderate,4.327960893,87.65538213,11.00890461,1008.779074,62.16365808,0.806182751,0.137753037,0.082384358,0.091858255,Low
Truck,Petrol,191,1629,1.74525011,12,122416,96.39754946,3.207463898,Highway,Heavy,22.45478321,14.87334433,18.45672419,1018.805575,472.6382998,1.627501485,0.109796494,0.04391033,0.032802816,High
Truck,Electric,58,1733,1.615426068,21,267709,73.73507112,2.762253628,City,Heavy,38.47842683,58.21730628,6.848779074,1014.672428,302.7303588,1.31800353,0.119982365,0.075661969,0.02202178,High
Truck,Hybrid,915,1074,5.101971179,18,226685,52.66081593,0.201728794,Rural,Heavy,-9.776553204,88.31310136,14.01854043,1045.599491,128.0841197,1.982303216,0.066676876,0.079689166,0.031897652,Low
Motorcycle,Petrol,137,1972,1.017959127,6,72053,3.123917979,3.761060135,Rural,Moderate,35.11899562,22.13292496,3.425512056,1036.591798,237.3532871,0.124479365,0.064757611,0.024866163,0.090132237,Medium
Truck,Electric,614,465,2.979750955,18,14287,39.2612331,4.146422479,Rural,Free flow,11.66115182,41.20147326,17.9072983,963.1843522,219.3290659,0.932925059,0.095567452,0.070565103,0.037542639,Medium
Car,Petrol,689,406,1.67465901,8,133494,50.47675891,4.535598021,City,Heavy,23.20038646,37.77319819,4.961002998,995.2603878,425.9073996,0.874267965,0.016438964,0.049305972,0.057317284,High
Motorcycle,Petrol,467,547,5.372517122,2,291204,58.29795434,2.728670431,City,Free flow,32.55135164,8.922048043,18.98065023,995.4768558,104.2226855,0.925027822,0.092216425,0.095949989,0.096848397,Low
Truck,Diesel,508,1822,3.696610669,22,41633,111.5189518,2.262900175,Highway,Free flow,18.67293306,42.35172708,0.339829147,995.633371,243.4417895,1.781899332,0.10328144,0.098920697,0.052856449,Medium
Bus,Electric,931,200,2.003179309,11,13790,13.04512798,4.380685773,City,Free flow,-5.13440864,47.94784861,13.63673793,1043.070395,370.0895349,0.871392347,0.021442695,0.073046768,0.042962121,High
Bus,Hybrid,367,1702,3.412621893,19,131059,62.26403037,1.993484095,Rural,Free flow,-2.970241215,2.659733209,3.001123394,982.7192864,217.9350186,1.61300435,0.016227527,0.060736502,0.093017041,Medium
Bus,Electric,621,785,4.60372907,23,155091,44.15067563,3.277215626,Rural,Heavy,29.46400212,48.81437574,15.41622944,1011.427304,210.9167067,1.302020661,0.011719054,0.038581178,0.019595374,Medium
Bus,Diesel,450,1282,5.782213646,29,174811,118.8117743,3.076811282,Rural,Moderate,1.454911572,9.383012754,9.838118606,1039.631345,203.1972418,1.026670362,0.078737229,0.033638436,0.073716307,Medium
Car,Petrol,838,939,1.946319222,17,3668,103.423682,1.860805499,City,Free flow,18.45188081,89.24626594,18.19300505,955.0538653,392.9046253,1.416388588,0.104672111,0.053124904,0.048787008,High
Bus,Hybrid,216,325,5.408145215,7,290898,52.65430251,0.434449688,City,Moderate,11.40402562,65.0157748,14.30138419,1037.855397,103.6866924,0.535261661,0.042831098,0.058177653,0.080780417,Low
Truck,Hybrid,822,1472,5.658381394,8,85058,119.9634731,0.107077693,City,Moderate,5.18194914,5.642693259,15.36531977,1026.4959,435.5169346,0.370355328,0.180166146,0.059090122,0.052431767,High
Truck,Diesel,903,1142,5.565386832,12,4509,61.68758958,2.141188703,Highway,Heavy,29.34837821,82.70430181,2.409587384,970.7872392,81.89821457,1.937639689,0.120825332,0.08277082,0.084765703,Low
Car,Hybrid,271,1325,4.104154656,7,248553,20.05413559,2.406007874,Highway,Free flow,26.56083261,36.15994494,1.931224207,982.5511295,193.5518525,0.843900728,0.123537565,0.085882071,0.048772928,Medium
Motorcycle,Electric,319,421,4.075067403,21,118981,66.70496302,4.113391341,City,Moderate,22.30544422,22.56171392,17.0111541,981.0586747,225.0707608,0.677037417,0.022497172,0.041829617,0.023966083,Medium
Bus,Petrol,72,1447,2.896695293,9,260354,27.1446919,2.07205825,City,Free flow,8.633568421,25.39212161,4.515476872,972.1306505,227.1149054,0.604140508,0.025264439,0.056022775,0.045895084,Medium
Bus,Electric,566,607,4.712468988,16,75440,76.35754081,1.405799374,City,Heavy,1.323516201,59.77185874,17.33883652,1013.852137,134.4534641,1.282390477,0.105895189,0.078165472,0.021786664,Low
Truck,Diesel,708,1819,3.562728895,6,26921,112.492821,2.31048234,Highway,Moderate,15.79474755,8.155293465,2.85076275,1048.28283,321.4214797,1.993223896,0.154878273,0.088466916,0.015106993,High
Bus,Petrol,861,1457,4.32267797,16,16683,94.34382922,1.189952402,Rural,Moderate,30.85520502,5.874513626,6.169025613,966.6611793,254.107465,1.800283806,0.169347867,0.023499708,0.031797019,Medium
Motorcycle,Diesel,227,1472,3.0279811,22,77952,32.77964285,0.456803056,Rural,Free flow,18.78324852,62.75130466,18.57477459,973.2188859,305.4079398,0.860872433,0.112804826,0.077229784,0.047615645,High
Truck,Diesel,792,407,4.603781613,29,14833,35.623035,0.565215168,Highway,Free flow,38.50698216,98.19094694,16.79435666,979.0374132,326.7116613,1.801065349,0.121945091,0.092734607,0.021712781,High
Motorcycle,Diesel,604,1739,5.087251892,17,18290,8.314584371,1.595772299,Highway,Heavy,-9.228125597,48.34284143,1.084852878,1043.757105,136.101274,0.968486277,0.126740224,0.032582792,0.072445506,Low
Motorcycle,Petrol,915,819,1.561468534,23,14003,34.30414028,0.063382088,City,Moderate,39.91733907,41.3283327,8.961950206,1012.582159,464.1310927,0.307678741,0.068977752,0.054002055,0.066987091,High
Car,Diesel,859,432,5.131234521,1,236835,11.11497596,1.101016433,Highway,Moderate,24.57045232,94.71977027,18.19735684,971.2668268,423.5424828,0.456941048,0.195326866,0.010265435,0.082392726,High
Motorcycle,Hybrid,829,296,3.609541965,2,71656,59.93384632,3.937615705,Rural,Free flow,31.63370086,24.09905811,0.295156843,1030.398907,422.7820041,0.56167207,0.195402958,0.084017792,0.03177114,High
Motorcycle,Hybrid,360,873,5.192262727,28,41253,85.00164954,1.173085962,City,Heavy,6.747618388,24.05410331,2.146389735,1042.28727,289.2442044,1.843677249,0.128714342,0.085835988,0.044049396,Medium
Truck,Electric,882,1874,3.042768873,27,182097,90.14173938,0.553647555,Rural,Moderate,15.4170664,90.51161131,12.9039177,990.3442194,419.0242344,1.960069411,0.081972821,0.092244701,0.069300044,High
Motorcycle,Diesel,356,1425,2.771010524,18,224942,7.14350787,4.7454028,Rural,Free flow,29.84946239,64.69311796,2.099669658,967.2816889,332.3682418,0.531506157,0.171421185,0.075723041,0.046581579,High
Car,Hybrid,812,983,5.558315809,0,202780,40.79470779,3.112350582,Rural,Free flow,28.03247362,5.378378839,8.976765023,980.9916555,252.7497117,0.86579974,0.043313463,0.040505784,0.044566297,Medium
Car,Diesel,282,1167,2.106080191,20,215080,34.58061199,0.300129747,Rural,Moderate,6.701721444,67.39774079,10.15645564,971.7114753,388.6072651,1.964942197,0.124677686,0.026278343,0.041222713,High
Bus,Electric,263,1232,5.189904091,20,104791,12.51603876,0.311219832,Highway,Moderate,6.220511751,82.00315413,17.20508127,970.1427018,319.9744424,1.709672523,0.159940955,0.040424246,0.054698025,High
Bus,Electric,435,290,3.316906977,9,207663,43.49655731,3.060610628,Highway,Free flow,23.14056015,27.39533177,19.14781641,967.0788737,50.90613703,0.94139085,0.010776231,0.030477029,0.046728342,Low
Truck,Hybrid,560,1375,3.473296301,20,32716,35.9184131,2.70064401,Rural,Free flow,36.68295907,38.28928743,10.24461896,1037.604782,498.6512578,0.959988058,0.09203349,0.019747265,0.059250238,High
Car,Petrol,408,1294,2.404035064,13,269024,76.13990752,0.341873862,City,Moderate,11.93929953,19.76766179,10.20720643,958.588802,243.4329562,1.769357464,0.05976979,0.051940719,0.09883826,Medium
Bus,Petrol,832,575,3.779819443,12,291093,105.9963196,1.121577375,City,Heavy,7.647089965,63.33462695,14.53590677,991.334953,307.2775887,0.155753712,0.161671445,0.028387004,0.053687676,High
Bus,Petrol,287,1043,2.491098221,8,66064,54.5810065,4.645214572,Highway,Heavy,34.73435181,66.41948692,3.850132333,951.4735066,232.6711514,1.868289796,0.18548271,0.015859243,0.079752016,Medium
Bus,Hybrid,687,1453,1.004200954,5,43093,89.59982073,2.860054052,Highway,Free flow,24.15280307,6.853583142,18.81717081,979.33953,95.1360759,0.269794,0.042916949,0.060053212,0.070163813,Low
Motorcycle,Hybrid,174,1707,2.214392748,5,153916,17.52124405,2.201626991,Rural,Moderate,9.413798985,67.77046509,0.023978489,1020.693516,425.3045095,1.812721103,0.044143954,0.061246038,0.060140345,High
Truck,Electric,428,211,0.833171026,18,153432,107.3959654,1.25077706,Rural,Free flow,-7.136188458,65.84545842,0.035877401,970.2835757,357.1499046,0.221724552,0.192758085,0.055716864,0.076482749,High
Bus,Hybrid,315,849,5.887444893,20,87941,18.31136859,0.668490212,City,Heavy,26.0744636,3.513445842,12.51332724,1049.872965,422.8321297,1.941300811,0.107274686,0.025818119,0.067360257,High
